h_seq,snap_participation,snap_impute,probs
613,1,1146.85362896,0.421916245192
615,0,0.0,0.0542645144147
616,0,0.0,0.0118785081468
617,0,0.0,0.00772688149071
618,0,0.0,0.0207269431883
619,0,0.0,0.00302219297223
620,0,0.0,0.0324221554294
621,1,6674.80948071,0.960309199753
623,2,2650.5061647,0.546932990124
625,0,0.0,0.0703415583944
626,0,0.0,0.013196158135
627,0,0.0,0.074858554479
628,2,2650.5061647,0.107996063813
629,2,2650.5061647,0.12456297318
630,1,5000.03910191,0.0733203497451
631,0,0.0,0.0726832682779
632,0,0.0,0.082573686776
633,0,0.0,0.0435934466059
634,0,0.0,0.182932090401
635,2,2650.5061647,0.166707919
636,0,0.0,0.00635637808386
637,0,0.0,0.027775865349
641,1,2366.52336134,0.621173511813
642,2,2650.5061647,0.163859553886
643,0,0.0,0.00875830697376
644,0,0.0,0.0565337017655
648,0,0.0,0.168807250016
649,0,0.0,0.0684816604162
651,0,0.0,0.0515648906206
654,0,0.0,0.0284896880677
656,1,182.040258565,0.663554572999
663,0,0.0,0.0118408160099
664,1,9102.01292824,0.752202166928
671,1,2063.1229304,0.945867238811
675,0,0.0,0.0636968456832
677,1,54.6120775694,0.214706707997
679,1,849.521206635,0.47227343187
686,0,0.0,0.00846863316026
688,0,0.0,0.145558930356
690,0,0.0,0.0135019346203
691,0,0.0,0.0826501530315
695,0,0.0,0.0045710204265
702,0,0.0,0.0157745002445
703,0,0.0,0.0029259726758
704,0,0.0,0.0214164606246
705,2,2650.5061647,0.111896034669
707,0,0.0,0.00482921302276
708,0,0.0,0.0559857916477
709,0,0.0,0.00292447415734
712,2,2650.5061647,0.211659024316
714,0,0.0,0.0209005260335
718,0,0.0,0.00543636283356
719,0,0.0,0.0122328847148
721,0,0.0,0.0490816683641
724,0,0.0,0.115803373742
725,0,0.0,0.0637790993111
728,0,0.0,0.00590055031529
732,0,0.0,0.0195282504144
736,0,0.0,0.0113962429195
737,0,0.0,0.0256091484127
742,1,1820.40258565,0.70646568589
743,0,0.0,0.0267074119315
747,0,0.0,0.0575264397298
748,0,0.0,0.0109065430917
749,1,2912.64413704,0.132381202349
751,0,0.0,0.0415620266304
758,0,0.0,0.0586946560953
760,0,0.0,0.0417490080275
762,0,0.0,0.09392483557
763,0,0.0,0.0702267686572
767,0,0.0,0.00620995004985
768,0,0.0,0.0769652767612
769,2,2650.5061647,0.101300913543
770,1,3519.44499892,0.753408046227
773,0,0.0,0.0177082690201
774,0,0.0,0.122494571688
775,0,0.0,0.040054394639
776,1,4296.15010213,0.882212042967
777,0,0.0,0.590382321081
778,0,0.0,0.125219529332
779,0,0.0,0.00359477659176
780,0,0.0,0.00532261992268
783,2,2650.5061647,0.153361827554
784,0,0.0,0.0548401069117
786,0,0.0,0.386470841526
787,0,0.0,0.132456781437
788,0,0.0,0.0487375700807
789,0,0.0,0.061618076987
791,0,0.0,0.0475149888189
792,0,0.0,0.00640329698005
794,0,0.0,0.118685369129
796,0,0.0,0.0363298375844
801,0,0.0,0.00327507555688
802,0,0.0,0.0309978066114
803,0,0.0,0.385963527845
804,0,0.0,0.00624720631034
805,0,0.0,0.473089668802
806,0,0.0,0.0921618827772
807,0,0.0,0.045744343735
809,0,0.0,0.0229617803719
810,0,0.0,0.0284219467071
811,0,0.0,0.043798000141
816,0,0.0,0.0255826942355
817,0,0.0,0.0164963911066
819,0,0.0,0.047831722208
824,0,0.0,0.0179684749509
828,0,0.0,0.00307519964672
831,0,0.0,0.00169558559986
837,0,0.0,0.0197612011147
838,0,0.0,0.0474449849971
839,0,0.0,0.00736484348538
842,0,0.0,0.294483471948
843,1,2305.84327515,0.70646568589
844,1,1917.49072355,0.56053223055
845,0,0.0,0.12119985827
847,0,0.0,0.0136311821382
848,0,0.0,0.0329354728598
849,0,0.0,0.091358829936
850,0,0.0,0.0880154681437
851,0,0.0,0.0199404146487
853,0,0.0,0.00630308450529
856,0,0.0,0.00486048734603
857,1,7281.61034259,0.71196094734
859,1,197.210280112,0.0869258079819
862,0,0.0,0.0199015437516
864,0,0.0,0.0209739507218
865,2,2650.5061647,0.103627080838
866,1,4126.2458608,0.565670703602
867,0,0.0,0.0133686553135
870,0,0.0,0.11810145818
871,0,0.0,0.0374033419845
872,0,0.0,0.0249364913888
873,0,0.0,0.00221262588511
874,0,0.0,0.00635709887452
875,0,0.0,0.00840551048424
876,0,0.0,0.0331215003043
877,1,182.040258565,0.137769459608
879,0,0.0,0.00178442165155
880,0,0.0,0.0719516558629
881,0,0.0,0.00647546660189
882,0,0.0,0.0577720451137
884,0,0.0,0.00467982010604
885,0,0.0,0.133400629792
886,0,0.0,0.00269370671779
887,0,0.0,0.00259273267909
888,2,2650.5061647,0.0992135214575
893,0,0.0,0.00258458704917
897,1,958.745361774,0.124288400164
915,0,0.0,0.028672578821
917,0,0.0,0.308186402275
920,0,0.0,0.0385873508413
921,0,0.0,0.00577358359582
924,0,0.0,0.025825006004
926,1,5157.807326,0.202005251577
928,0,0.0,0.0236398081643
929,0,0.0,0.00941342596063
936,0,0.0,0.0409037532768
942,0,0.0,0.726830015132
943,1,175.972249946,0.549279513236
944,1,7281.61034259,0.769781735866
945,0,0.0,0.0258989289735
947,0,0.0,0.00757086843792
948,0,0.0,0.279331901533
949,0,0.0,0.00993709259329
950,0,0.0,0.00800850263845
951,1,1031.5614652,0.165049492578
954,0,0.0,0.325178731421
960,0,0.0,0.0156707048999
961,0,0.0,0.00823328738916
962,1,995.153413487,0.446015879097
965,0,0.0,0.0834252422879
967,0,0.0,0.130263504684
968,0,0.0,0.132372427111
970,0,0.0,0.00914560192195
971,1,1765.79050808,0.129987485128
972,1,618.93687912,0.0400873777344
973,1,2536.42760267,0.742030371895
974,0,0.0,0.0220047475677
977,0,0.0,0.0132925395763
978,0,0.0,0.00451667208414
979,0,0.0,0.00215192844025
980,0,0.0,0.0137905262239
982,0,0.0,0.033595441342
985,0,0.0,0.0869258079819
992,0,0.0,0.0534043374377
993,0,0.0,0.0127613869735
997,1,461.168655031,0.337090956347
998,0,0.0,0.0418455584256
999,0,0.0,0.00471828035823
1004,0,0.0,0.0543873904007
1005,0,0.0,0.103267563002
1006,0,0.0,0.012847594019
1008,0,0.0,0.0439428747722
1010,1,4298.17277167,0.796474065639
1013,0,0.0,0.0162076313493
1017,0,0.0,0.0337023884097
1024,0,0.0,0.00447144500136
1031,0,0.0,0.0370174727894
1033,1,2184.48310278,0.711116533494
1034,0,0.0,0.00288022180712
1035,0,0.0,0.328969375403
1037,0,0.0,0.0419062191337
1038,0,0.0,0.0182115041634
1039,0,0.0,0.142221767378
1040,0,0.0,0.0126955552908
1046,0,0.0,0.0819195396476
1047,2,2650.5061647,0.153034870591
1052,0,0.0,0.0596783345961
1055,0,0.0,0.0925024755196
1056,2,2650.5061647,0.204951590463
1057,0,0.0,0.0678351693482
1058,0,0.0,0.0677823552597
1059,0,0.0,0.0136256679544
1060,0,0.0,0.0463895530865
1061,1,2548.56361991,0.620646115517
1062,0,0.0,0.161973203645
1063,1,4247.60603318,0.488890978377
1064,1,2953.09752783,0.507661476975
1066,1,570.392810169,0.579646885866
1067,0,0.0,0.0296873349794
1069,1,1286.41782719,0.271563032561
1071,0,0.0,0.0413353353089
1072,0,0.0,0.255546133431
1074,0,0.0,0.00427397576586
1075,0,0.0,0.0250870657352
1076,0,0.0,0.191678687246
1077,1,194.176275802,0.0552064298813
1079,0,0.0,0.00974153672929
1080,0,0.0,0.013862024132
1081,0,0.0,0.00418626690314
1084,1,606.800861882,0.020925094408
1085,0,0.0,0.0026850189869
1086,1,505.667384902,0.434835964083
1095,0,0.0,0.00529981666482
1097,0,0.0,0.0156095139244
1098,1,6068.00861882,0.372009043375
1099,0,0.0,0.0265562714282
1101,0,0.0,0.054029342049
1102,1,570.392810169,0.579646885866
1104,0,0.0,0.00974420979491
1105,0,0.0,0.00278333598143
1107,1,97.0881379012,0.0941760325831
1109,0,0.0,0.0588809521919
1110,0,0.0,0.00849846496397
1112,0,0.0,0.0064292397139
1113,0,0.0,0.00464162987387
1114,0,0.0,0.318803494211
1118,0,0.0,0.0406114063366
1119,1,7281.61034259,0.730142826939
1120,0,0.0,0.0662470582282
1125,0,0.0,0.0220753332441
1126,1,2548.56361991,0.696062191251
1128,0,0.0,0.145252645663
1130,0,0.0,0.00674767707708
1132,0,0.0,0.0172121493297
1133,1,182.040258565,0.434904821214
1134,0,0.0,0.0940894221105
1135,0,0.0,0.0148910592903
1136,0,0.0,0.016088372277
1141,1,182.040258565,0.0855285342973
1142,0,0.0,0.030931917
1143,0,0.0,0.262492568125
1145,0,0.0,0.0110743258198
1146,0,0.0,0.0148477684149
1147,0,0.0,0.073836909738
1148,0,0.0,0.237749280765
1151,1,8495.21206635,0.83118568446
1153,2,2650.5061647,0.163419266144
1154,0,0.0,0.0111794809305
1160,2,2650.5061647,0.115258011059
1164,0,0.0,0.0156918186908
1165,0,0.0,0.205128037246
1166,1,667.480948071,0.185254300558
1167,0,0.0,0.00872897186829
1169,0,0.0,0.00292186544935
1171,1,4478.19036069,0.37556735688
1172,0,0.0,0.0336488013014
1173,1,3640.80517129,0.0972805697203
1174,1,606.800861882,0.516204789598
1175,0,0.0,0.186052426992
1177,1,655.344930833,0.69269560235
1178,0,0.0,0.1124425563
1179,0,0.0,0.133670885492
1180,1,3640.80517129,0.726160770285
1181,1,2427.20344753,0.680769408708
1182,1,2148.07505106,0.869417174549
1183,0,0.0,0.00936329162566
1187,0,0.0,0.135883031125
1188,0,0.0,0.0211498159048
1190,0,0.0,0.052888260088
1194,1,4478.19036069,0.117599684183
1195,1,3640.80517129,0.0899400547177
1196,0,0.0,0.0174855246199
1197,0,0.0,0.00345413265949
1201,0,0.0,0.024650424126
1202,0,0.0,0.00948738237159
1203,0,0.0,0.02419160157
1205,1,1043.69748244,0.473275182176
1207,2,2650.5061647,0.12456297318
1208,0,0.0,0.071205132084
1211,0,0.0,0.0113474620211
1218,0,0.0,0.0706302268286
1219,0,0.0,0.0241240792227
1225,0,0.0,0.0582019696054
1226,0,0.0,0.0585568718746
1227,1,776.705103209,0.384897219033
1228,0,0.0,0.0291806365491
1232,0,0.0,0.00536733918931
1234,0,0.0,0.0236414240884
1237,1,2184.48310278,0.113946488327
1239,0,0.0,0.084200350925
1243,0,0.0,0.0489001147714
1245,0,0.0,0.0103466263706
1247,0,0.0,0.0812122748624
1249,0,0.0,0.139393578319
1250,0,0.0,0.074290075079
1251,0,0.0,0.422685045461
1252,0,0.0,0.00247537162435
1253,2,2650.5061647,0.353258122122
1254,0,0.0,0.0416520474207
1255,0,0.0,0.409611894425
1257,1,898.065275586,0.0152338299733
1258,0,0.0,0.144710643435
1268,0,0.0,0.453960026023
1269,0,0.0,0.378103781141
1270,0,0.0,0.0104886385605
1271,0,0.0,0.0694053926385
1274,2,2642.7896641,0.12456297318
1278,0,0.0,0.0255715470448
1289,0,0.0,0.0295993567225
1302,0,0.0,0.308661583065
1303,0,0.0,0.56622488426
1305,1,1025.97452135,0.532917868669
1306,0,0.0,0.0443008491585
1310,0,0.0,0.0351445793522
1315,0,0.0,0.0128474288507
1317,0,0.0,0.0113667535052
1319,0,0.0,0.0308046780906
1327,0,0.0,0.0373454109112
1330,0,0.0,0.0636968456832
1332,0,0.0,0.0735234066174
1335,0,0.0,0.572414757797
1338,1,651.795578267,0.364041349164
1341,0,0.0,0.0681395526655
1342,0,0.0,0.0994806156854
1345,0,0.0,0.135851070522
1346,0,0.0,0.0246247098398
1347,0,0.0,0.00641885208963
1349,0,0.0,0.0480077894528
1350,0,0.0,0.062569546283
1353,1,1118.51339974,0.399353020803
1354,0,0.0,0.0438052753687
1355,2,2642.7896641,0.189721432323
1356,0,0.0,0.0283513731151
1358,1,3500.38366106,0.168311024946
1359,2,2642.7896641,0.399178925579
1360,0,0.0,0.0251703407445
1362,1,3741.78943079,0.179264751243
1363,0,0.0,0.0285284677546
1366,0,0.0,0.377308809085
1367,0,0.0,0.0110735853644
1368,0,0.0,0.019472369397
1369,0,0.0,0.00462041422709
1370,0,0.0,0.00483252461073
1378,0,0.0,0.0858294792224
1379,0,0.0,0.859841845038
1381,0,0.0,0.159369508543
1383,1,229.335481242,0.645425875278
1385,0,0.0,0.0146999121773
1386,0,0.0,0.0212815709848
1389,0,0.0,0.170104089992
1390,0,0.0,0.0923384365489
1391,0,0.0,0.160431934482
1393,0,0.0,0.457285059841
1398,0,0.0,0.00432097289965
1400,0,0.0,0.00899896022602
1403,1,193.124615783,0.931934130488
1411,1,2341.63596637,0.496810106192
1414,0,0.0,0.0341515172804
1419,0,0.0,0.0194558739306
1422,0,0.0,0.00718830998374
1423,0,0.0,0.0593662144739
1424,0,0.0,0.059035513563
1425,1,4224.60097025,0.310517852218
1426,0,0.0,0.126198906346
1427,0,0.0,0.0304203386302
1431,0,0.0,0.00411843510123
1434,0,0.0,0.00792715745177
1435,1,5139.93118047,0.857988141078
1440,0,0.0,0.473003313104
1441,0,0.0,0.116337981016
1450,1,13880.8317594,0.968908795202
1451,0,0.0,0.00977367045061
1453,0,0.0,0.396825434467
1456,0,0.0,0.0825821728264
1457,0,0.0,0.0128564366138
1458,0,0.0,0.0324075812265
1459,0,0.0,0.756442180747
1460,0,0.0,0.0145117907094
1467,0,0.0,0.0499297681477
1468,0,0.0,0.111896034669
1470,2,2642.7896641,0.165631197554
1471,1,2172.65192756,0.25430458948
1472,1,4405.65529755,0.963840344051
1473,0,0.0,0.766420016456
1474,0,0.0,0.390779025801
1475,2,2642.7896641,0.15028769656
1477,1,7761.19549677,0.937558048358
1478,0,0.0,0.0680718092038
1479,2,2642.7896641,0.148827381403
1481,0,0.0,0.168085625478
1482,0,0.0,0.00185295207295
1484,0,0.0,0.0490447079334
1487,0,0.0,0.0369199641344
1490,0,0.0,0.788023901125
1493,0,0.0,0.26174822826
1494,0,0.0,0.0936804979106
1495,0,0.0,0.0014845444035
1496,0,0.0,0.017182881758
1497,0,0.0,0.09907312107
1508,1,3621.08654593,0.382359739712
1521,0,0.0,0.0271321786875
1522,0,0.0,0.009523490385
1523,2,2642.7896641,0.200538421311
1526,0,0.0,0.0830801940644
1527,0,0.0,0.00546879643992
1528,0,0.0,0.00444440476466
1530,0,0.0,0.0393945839808
1531,0,0.0,0.0580698557393
1533,0,0.0,0.0634624039627
1534,0,0.0,0.00304404209766
1541,0,0.0,0.0271339767876
1544,0,0.0,0.00254500205274
1547,0,0.0,0.0229591713545
1548,0,0.0,0.0225486199708
1549,0,0.0,0.0777844998895
1552,1,1822.61356145,0.211872384798
1553,0,0.0,0.0784812512501
1554,2,2642.7896641,0.165781032696
1555,0,0.0,0.0788613603305
1556,0,0.0,0.00651015305402
1558,0,0.0,0.000831617962561
1559,0,0.0,0.0168291458994
1568,0,0.0,0.0093568001079
1573,0,0.0,0.00551805233546
1574,0,0.0,0.454202448273
1578,0,0.0,0.126655769921
1579,0,0.0,0.0117834899578
1581,0,0.0,0.0727482593017
1585,0,0.0,0.00816906042933
1586,2,2642.7896641,0.191590302352
1588,0,0.0,0.00383943244789
1590,0,0.0,0.0546541096042
1592,0,0.0,0.014584700148
1593,2,2642.7896641,0.12577159453
1596,0,0.0,0.144710643435
1597,0,0.0,0.093026693352
1599,2,2642.7896641,0.167313153211
1600,0,0.0,0.0482008860904
1608,0,0.0,0.029390209618
1609,0,0.0,0.0488025263519
1614,0,0.0,0.24199994989
1615,0,0.0,0.0898942350927
1618,0,0.0,0.01741692002
1622,0,0.0,0.00713442865644
1624,0,0.0,0.0231922116301
1626,0,0.0,0.0183652342735
1627,0,0.0,0.840791131647
1628,0,0.0,0.0114357441343
1629,0,0.0,0.0222513319969
1631,0,0.0,0.115803373742
1638,0,0.0,0.00571758218117
1640,0,0.0,0.036717339362
1641,0,0.0,0.0041467741824
1642,0,0.0,0.133925558877
1643,0,0.0,0.0110596452525
1645,1,193.124615783,0.182896274842
1646,0,0.0,0.0875152362871
1648,0,0.0,0.00313877177326
1650,0,0.0,0.0920139572175
1651,0,0.0,0.00632653652858
1653,0,0.0,0.00235582597235
1654,0,0.0,0.00451487424271
1661,0,0.0,0.0115560744083
1662,0,0.0,0.00371436922034
1664,0,0.0,0.00546648819052
1665,0,0.0,0.0273011323302
1667,2,2642.7896641,0.211872384798
1668,0,0.0,0.0205114878478
1675,0,0.0,0.41628976073
1676,0,0.0,0.0270000160982
1677,0,0.0,0.0499805361471
1680,0,0.0,0.0410200259642
1689,0,0.0,0.0142626741906
1690,0,0.0,0.00278059894263
1691,0,0.0,0.0345758808888
1692,0,0.0,0.0228618608354
1695,0,0.0,0.0427407125475
1696,1,2414.05769729,0.0832457230157
1699,0,0.0,0.088718527398
1703,1,1810.54327296,0.225587070878
1704,1,603.514424321,0.0409710404024
1706,0,0.0,0.0636968456832
1707,0,0.0,0.0193782694154
1710,0,0.0,0.0373026477326
1711,2,2642.7896641,0.130725788458
1712,0,0.0,0.0169898160951
1713,0,0.0,0.0737318915777
1715,0,0.0,0.0125177021915
1719,0,0.0,0.0258419176151
1720,0,0.0,0.0125724188011
1723,0,0.0,0.0240135953414
1724,0,0.0,0.0373554796815
1728,0,0.0,0.0017121378706
1732,0,0.0,0.0110842975385
1741,0,0.0,0.00579695257109
1743,0,0.0,0.0206186954589
1746,1,181.054327296,0.116497601569
1747,0,0.0,0.0132009696438
1748,0,0.0,0.0117510715955
1752,0,0.0,0.0365803696851
1764,0,0.0,0.0951674944736
1771,0,0.0,0.00762004816964
1772,0,0.0,0.0770654012494
1774,0,0.0,0.0501210839093
1775,0,0.0,0.0847297119881
1783,0,0.0,0.118086875643
1792,0,0.0,0.00966273296886
1796,0,0.0,0.0584108532903
1797,0,0.0,0.00480230593186
1799,0,0.0,0.319525208693
1808,0,0.0,0.266112714641
1809,0,0.0,0.0472566666124
1810,0,0.0,0.230944773523
1812,0,0.0,0.451956628597
1815,0,0.0,0.00419672944547
1816,0,0.0,0.168480963167
1820,0,0.0,0.018958890633
1825,0,0.0,0.0414070770744
1826,0,0.0,0.0199454548709
1828,0,0.0,0.00619960379468
1829,1,3621.08654593,0.909077953978
1830,1,3017.57212161,0.745284875285
1831,1,4224.60097025,0.756509895492
1832,0,0.0,0.00582861655951
1833,0,0.0,0.00975875721564
1837,0,0.0,0.0724006097186
1838,0,0.0,0.00612243209714
