,peridnum,ss_val,Participation,Prob_Received
0,6140239332195009000101,22261.69338,1,0.920352813061
3,3999605219807129000103,14550.1263922,1,0.993592955898
12,2649929010303699000101,17194.5016357,1,0.851252120124
13,2649929010303699000102,7803.05641895,1,0.851252120124
31,3995801958606329000202,6599.36414469,1,0.887456975914
33,9809380651236599000101,13491.9353818,1,0.951433930207
42,4442964093009319000101,12754.5085215,1,0.887456975914
51,6440439132590609100101,11242.1772026,1,0.851252120124
55,0410325309969999100101,11242.1772026,1,0.934286343981
58,9090139632594909100101,10144.3040293,1,0.996411986848
59,3999403901609529100101,20237.9030727,1,0.840753152703
60,3999403901609529100102,8437.97102515,1,0.840753152703
68,5652998893009169100101,8252.78759834,1,0.881408416926
69,5652998893009169100102,7936.43257755,1,0.0153943636938
86,0521327307930949100101,19839.9791616,1,0.923420919275
90,7140239332795009100101,18517.2403986,1,0.978402425361
91,3997506669009729100101,18966.971578,1,0.851252120124
95,0276928306990469100102,17304.729866,1,0.573868657098
102,6086090729496239100101,15651.3064123,1,0.993592955898
113,2654034020313398900101,6084.59830945,1,0.0219340277981
114,2654034020313398900102,12121.7984799,1,0.914239764475
154,3192684093008319000101,20479.302897,1,0.991192985042
166,0157522306909949000101,17194.5016357,1,0.851252120124
182,2614944050573099000101,12234.2312747,1,0.914239764475
192,0556925306868499100103,10554.3530458,1,0.951433930207
197,3993003894106529100102,5410.00154036,1,0.879150645947
198,0049325306918939100101,8861.24742929,1,0.851252120124
199,0049325306918939100102,18781.7881512,1,0.851252120124
200,8066038428493739100101,22485.4566874,1,0.851252120124
201,3682684743008939100101,2864.83170403,1,0.989632376439
212,2662601293009599100101,11904.6488663,1,0.0419881301525
216,9135896704662049100101,20699.7593575,1,0.972285068222
217,0216528306990429100101,20580.7128688,1,0.851252120124
226,8203069602196969100102,6878.24156721,1,0.107640291712
245,3326620714096699000101,20038.389976,1,0.991192985042
256,3942407559906229000101,20488.1211554,1,0.990460677897
272,2654433070973299000101,15276.5304295,1,0.831737364395
273,7324290334097659000101,11096.6759386,1,0.996949015367
277,9833997307462049000101,10846.457856,1,0.914239764475
278,6790439342397809000101,17194.5016357,1,0.991192985042
280,3992400454307329000101,21216.7297573,1,0.851252120124
290,5046034428402439000103,14549.0241099,1,0.993592955898
294,6840239462444609000101,7273.96091378,1,0.993592955898
295,6046066329927939000101,22392.864974,1,0.972285068222
297,4203069796632969000101,6612.59153232,1,0.923420919275
300,5203064740878929100101,11903.546584,1,0.934286343981
302,1270731082604809100102,11684.1924058,1,0.893460038636
304,2309330683261549100101,7273.96091378,1,0.934286343981
305,0335326306912489100101,18518.3426809,1,0.851252120124
306,0335326306912489100102,9258.06905817,1,0.851252120124
309,2624174030653699100102,7525.28127874,1,0.851252120124
312,9433244805462009100101,17194.5016357,1,0.991192985042
313,6520439302844409100101,13227.3876292,1,0.851252120124
314,6520439302844409100102,6613.69381462,1,0.851252120124
315,5086034429402439100101,8437.97102515,1,0.851252120124
355,9238694108462069000102,2908.92299613,1,0.851252120124
358,2026015529925039000101,11638.9988314,1,0.989632376439
359,2026015529925039000102,3967.11400647,1,0.0150093507285
362,6650239122392409000101,13227.3876292,1,0.851252120124
363,6650239122392409000102,13227.3876292,1,0.851252120124
364,4209320652231699000101,48940.2319459,1,0.887456975914
374,5203064108909989100101,16400.858378,1,0.978402425361
386,1323500264098619100101,19112.472842,1,0.972285068222
392,2694576060263299100101,14549.0241099,1,0.951433930207
396,3996004891806729100101,22485.4566874,1,0.851252120124
397,3996004891806729100102,5289.85276939,1,0.851252120124
407,0250531122800509100101,137.785287805,1,0.851252120124
408,0250531122800509100102,21163.8202068,1,0.851252120124
410,8086089029991039100101,7935.33029524,1,0.851252120124
412,1882690093009989100101,13411.4687737,1,0.0173357977364
416,6590539872848208900102,2742.47836846,1,0.851252120124
431,9237095101272039000102,27776.4117391,1,0.851252120124
445,5203064773072979100101,22367.512481,1,0.996411986848
446,2209350603267149100101,25130.9342133,1,0.851252120124
447,2209350603267149100102,14458.6369611,1,0.851252120124
451,2909261090903599100102,17817.2911366,1,0.982931352596
452,9322590169090909100101,15064.8922274,1,0.934286343981
453,7203064688396959100101,6467.0902684,1,0.851252120124
454,7203064688396959100102,8728.973553,1,0.851252120124
459,9637897701492029100101,14549.0241099,1,0.978402425361
460,9637897701492029100102,22486.5589697,1,0.851252120124
482,6690239772245609000101,19841.0814439,1,0.984232463544
485,3842307559706329000101,18517.2403986,1,0.851252120124
486,3842307559706329000102,17194.5016357,1,0.978402425361
487,0327510944085639000101,5289.85276939,1,0.851252120124
489,4203064935701859000101,11189.267652,1,0.840753152703
490,4203064935701859000102,2864.83170403,1,0.976631651601
496,7109310699247249000101,22048.9528956,1,0.0173357977364
500,8739446504762099100102,38358.3218425,1,0.0173357977364
506,3947508114106629100101,13887.6547284,1,0.989632376439
507,1409350678261149100101,6613.69381462,1,0.0173357977364
508,1409350678261149100102,6613.69381462,1,0.978402425361
509,1409350678261149100103,10581.9101034,1,0.966338876996
510,0541826306911479100101,26255.2621617,1,0.851252120124
515,0526727306876499100101,14549.0241099,1,0.984232463544
516,0526727306876499100102,13226.2853469,1,0.984232463544
517,8637945706262079100101,17287.0933491,1,0.887456975914
518,8637945706262079100102,12512.006415,1,0.887456975914
538,1408390639282848900102,9259.17134047,1,0.858579070514
539,8932641101162079000101,16534.2345366,1,0.950545791277
548,6016068829461739000101,13887.6547284,1,0.934286343981
553,0814721306942919000102,3465.57555886,1,0.114130984128
554,6410139472198209000101,14021.030887,1,0.947570511345
555,0786622301168019000101,22194.4541596,1,0.934286343981
558,9535844202362059000101,17855.8710172,1,0.851252120124
559,9535844202362059000102,9919.43843963,1,0.851252120124
566,2684231010743499000103,12433.7443715,1,0.0176968447991
570,1322470134094689000102,11903.546584,1,0.887456975914
576,3943104355706429000101,19399.0662406,1,0.851252120124
577,0155424306973439000101,10144.3040293,1,0.979732215326
578,2679841080663699000101,7803.05641895,1,0.923420919275
579,2679841080663699000102,7936.43257755,1,0.923420919275
582,4047069529917839000101,24575.3839328,1,0.998293951455
583,4203079786951949000101,19469.6123079,1,0.934286343981
588,1329270654091619100101,7763.37425606,1,0.851252120124
593,8809370716256699100101,15739.4889965,1,0.851252120124
596,9836197506872069100101,17723.5971409,1,0.851252120124
605,3993104355709529100201,11903.546584,1,0.991192985042
606,3945307448606629100101,15343.7696499,1,0.0173357977364
608,3326150169092699100101,21255.3096379,1,0.893460038636
609,2066016329951939100101,17194.5016357,1,0.934286343981
610,2067055329958439100101,10580.8078211,1,0.908811105799
612,8535844702362059100101,20183.8912399,1,0.933866438087
614,5782662343009939100101,18782.8904335,1,0.978402425361
615,5782662343009939100102,11362.3259735,1,0.978402425361
618,2684281010743489100101,15210.3934913,1,0.122538331942
619,2684281010743489100102,22816.1413781,1,0.227355581514
625,9631149802362059100101,20302.9377286,1,0.978402425361
626,9631149802362059100102,11797.727483,1,0.851252120124
642,4203079786951948900101,27472.1818236,1,0.851252120124
644,4203079786951948900102,11242.1772026,1,0.0237317180706
674,9638898107462009000102,24469.5648318,1,0.851252120124
683,8326130729097639000102,17194.5016357,1,0.920352813061
691,8137695308362029000101,17855.8710172,1,0.978402425361
692,8137695308362029000102,6833.04799281,1,0.851252120124
693,2679147090133699000101,28927.1944628,1,0.978402425361
694,9321610749093679000101,16269.686784,1,0.885539625533
696,3046061929917739000102,6758.09279624,1,0.914239764475
699,6370939612497109000201,22076.5099532,1,0.920352813061
708,1130207604202079100101,13333.2067303,1,0.893460038636
728,6780439802198609200104,9258.06905817,1,0.853944515262
737,8433045107062089000101,17194.5016357,1,0.991192985042
738,3840508470306129000101,15871.7628728,1,0.851252120124
739,3840508470306129000102,7936.43257755,1,0.851252120124
746,9632091112562059001101,14945.8457387,1,0.934286343981
754,0563321309932909000101,17194.5016357,1,0.991192985042
756,6026014728423539000101,18517.2403986,1,0.851252120124
757,9239148205662049000101,17636.516839,1,0.851252120124
758,9239148205662049000102,7164.83496584,1,0.851252120124
759,6510639942248209000101,14060.7130499,1,0.920352813061
765,2609380614229549000101,992.054072193,1,0.851252120124
769,0366522316909939000101,25109.9908495,1,0.904205622928
776,2203099053408979000101,7273.96091378,1,0.991192985042
777,2060031000133019000101,5025.30501681,1,0.0975919583259
778,2060031000133019000102,5025.30501681,1,0.0417146842475
779,2060031000133019000103,5025.30501681,1,0.0417146842475
781,5326250034092619000104,11731.5905448,1,0.960720315836
786,7310039012396009000101,248.013518048,1,0.885185482138
794,0300631332405209000101,7684.00993029,1,0.648498470523
795,3100503236300429000101,11242.1772026,1,0.426150383754
802,3943305966006429000101,11625.7714438,1,0.879150645947
803,9609330635240649000101,10633.7173716,1,0.840753152703
824,2150250060333319100101,15871.7628728,1,0.914239764475
825,0324380054097659100101,22485.4566874,1,0.893460038636
826,0324380054097659100102,9258.06905817,1,0.122538331942
846,0366525309909939100101,11903.546584,1,0.122538331942
850,9630639052593909100101,15290.8600994,1,0.879150645947
851,3993305966009529100101,9496.16203549,1,0.0219340277981
