,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Returns,142450568,140494127,142892050,145370240,144928473,145021067,146660119,148513200,150853300,153449800,155850600,157957300,159818400,161707000,163517500
