,peridnum,ss_val,Participation,Prob_Received
0,3946500592706229300101,25634.6964614,1,0.828467730329
1,3946500592706229300102,30761.6357537,1,0.828467730329
5,9033495101262039300101,17944.287523,1,0.0476688362869
6,9033495101262039300103,17944.287523,1,0.0178414022857
8,9326060749096659300101,23071.2268153,1,0.986850666448
9,0521321306930949300101,21852.510621,1,0.828467730329
10,0521321306930949300102,11329.4677236,1,0.828467730329
20,6086090729496239100101,14162.1016826,1,0.929672698909
21,2654526020093799300101,20814.3054143,1,0.930111448919
24,6440439132590609100101,4486.07188074,1,0.828467730329
25,6440439132590609100102,33388.1240286,1,0.828467730329
38,2325700630019159300101,19289.0409748,1,0.990135141763
51,3997506669009729100101,12624.0198949,1,0.8275092136
60,4442964093009319300101,15380.8178768,1,0.930111448919
70,4076016429434039000101,6972.6374375,1,0.946113462676
71,4076016429434039000102,4523.45581308,1,0.981327410056
72,4076016429434039000108,10957.7646249,1,0.548051001895
74,4076016429434039000104,14162.1016826,1,0.946113462676
84,4326130449094909100102,10316.8972134,1,0.120492882536
100,6620138952442009300102,7216.16705388,1,0.875241441274
101,3849509865606529100101,1127.9266443,1,0.0178414022857
110,6930438132340809300101,10316.8972134,1,0.0178414022857
116,0216528306990429100101,20429.7849674,1,0.828467730329
129,3941800102406629100101,9035.16239029,1,0.120492882536
142,1209380610264049000104,14586.1422865,1,0.0257077675342
154,2326460429098649300101,20570.7757979,1,0.973280185042
161,6730739292195409300101,9278.69200667,1,0.828467730329
162,6730739292195409300102,23070.1587029,1,0.828467730329
163,9433244805462009100101,18443.0959916,1,0.930111448919
164,7324290334097659300101,15674.5487738,1,0.828467730329
165,7324290334097659300102,5306.38216751,1,0.120492882536
170,2309330683261549100101,7753.42756722,1,0.930111448919
174,2624174030653699100102,7432.99386145,1,0.828467730329
175,6520439302844409100101,16725.5713287,1,0.828467730329
176,6520439302844409100102,9035.16239029,1,0.828467730329
178,6520939972244509300102,13649.4077533,1,0.990849286248
179,3326620749096699300101,19226.022346,1,0.995187640244
181,5046034428402439300101,13381.3115528,1,0.930111448919
188,1270731082604809100102,10894.7459961,1,0.924064593989
198,8833947507462549200101,11598.6320364,1,0.828467730329
199,8833947507462549200102,10316.8972134,1,0.828467730329
226,5203064108909989100101,14880.9412958,1,0.973280185042
231,1882690093009989100202,19289.0409748,1,0.880077820412
232,1323500264098619100101,18827.6164385,1,0.952878741129
234,0855728306982499100101,9355.59609606,1,0.990135141763
235,1203069648246989300101,10316.8972134,1,0.172300497036
237,8086089029991039100101,7843.14900483,1,0.828467730329
246,6250539122290509300101,10342.5319098,1,0.0134681114234
247,6250539122290509300102,10598.8788744,1,0.165041086824
256,0250531122800509100101,15944.781199,1,0.828467730329
257,0250531122800509100102,16725.5713287,1,0.973280185042
258,2509380797238599300101,26979.4499133,1,0.930111448919
288,7203064688396959100101,5126.93929228,1,0.828467730329
289,7203064688396959100102,7369.97523265,1,0.828467730329
291,2209350603267149100101,14162.1016826,1,0.828467730329
292,2209350603267149100102,18007.3061518,1,0.828467730329
303,2674618040213799300101,16662.5526999,1,0.930111448919
304,1102129003001959300101,21789.4919922,1,0.828467730329
