,peridnum,ss_val,Participation,Prob_Received
1067,3229606157710020301101,6296.48714505,1,0.109946555907
1068,0203102612318340301101,14964.4190277,1,0.828596117898
1069,1036020300406120301101,27671.704852,1,0.828596117898
1070,1036020300406120301102,15025.7315779,1,0.828596117898
1071,3412000663010020301101,11734.5985875,1,0.904433103862
1076,6042031123103820301102,41213.4648763,1,0.909892935754
1077,2012306110843230301101,13778.6966589,1,0.912074617524
1089,6092017523101180301101,4638.96989858,1,0.828596117898
1090,6092017523101180301102,11284.6268209,1,0.828596117898
1091,7321811602019050301101,6296.48714505,1,0.828596117898
1093,4326441601034070301101,16211.4539467,1,0.909892935754
1096,0203101735627830301101,9526.3075852,1,0.107341186438
1100,8138605019702010301101,7345.03567276,1,0.988447778284
1115,0620334002010610411104,8479.83744902,1,0.140535152136
1120,8134507017402070301101,16710.2679143,1,0.0187142241225
1122,2000603150753490301101,18456.1168008,1,0.0549402349526
1127,0203101574147070301101,16348.6277877,1,0.961841567303
1136,4321471501007070301101,14378.3126158,1,0.916419430879
1139,7100041420175730301101,22446.6285415,1,0.985741640303
1141,0203101140273850301101,6958.45484788,1,0.616326539587
1158,0203100799357250311103,8479.83744902,1,0.0187142241225
1161,1747720300841050301101,7843.84964035,1,0.866612663758
1162,1747720300841050301102,9189.60815707,1,0.0249904111086
1163,0750438472007110301101,8829.00722634,1,0.0187142241225
1177,5100002728131430301101,13717.3841087,1,0.968234638371
1178,5100002728131430301102,14004.2021401,1,0.909892935754
1180,0120733042004610311101,11472.7212546,1,0.109946555907
1182,0120733042004610311103,11908.1442804,1,0.9896317079
1212,0470635382043910301104,11335.5474135,1,0.737592932026
1219,3547308946310020301101,17969.7731824,1,0.828596117898
1220,3649809105310020301101,19154.4563554,1,0.916419430879
1221,3928602542310020301101,6484.58157867,1,0.968234638371
1225,5933743014602080301101,13093.8666492,1,0.828596117898
1226,5933743014602080301102,26499.4920282,1,0.828596117898
1227,6215310027202700311101,9376.66339492,1,0.828596117898
1228,2032907160843330301101,13829.6172514,1,0.828596117898
1229,2032907160843330301102,8841.47757553,1,0.828596117898
1237,3437308946310020301101,23805.8966032,1,0.916419430879
1244,6533806014202020311101,4638.96989858,1,0.828596117898
1245,6533806014202020311102,17520.8406116,1,0.828596117898
1248,1042027303107510311101,19952.5587036,1,0.916419430879
1250,2092106100133410301101,10288.0380815,1,0.0187142241225
1271,0480236322006510311101,12245.8829043,1,0.828596117898
1280,4617310082208530301101,2805.82856769,1,0.616326539587
1298,0720239272031610301102,16627.132253,1,0.909892935754
1303,6032010923101140301101,12219.9030102,1,0.0192147569804
1310,3502107672210020311101,15456.9978207,1,0.986345264109
1336,8092009103102850301101,13778.6966589,1,0.108276600713
1337,9100050922088130301101,22696.0355253,1,0.832383562963
1338,9100050922088130301102,11896.713127,1,0.832383562963
1353,0600139092023910301101,9140.76595608,1,0.0187702161268
1366,8082035723101880301102,10075.0029495,1,0.909892935754
1367,2033900110963000301101,23131.4585512,1,0.916419430879
1368,4438338014502060301101,9800.65526737,1,0.828596117898
1369,4438338014502060301102,29952.739558,1,0.828596117898
1378,7002069713105560301102,10910.5163453,1,0.0187142241225
1379,2071607190503650301101,11672.2468416,1,0.968234638371
1381,2053301150973810301101,17894.9510873,1,0.916419430879
1382,3433806445810020301101,7368.93717537,1,0.916419430879
1383,0203100480867400311101,14489.5065627,1,0.931366378788
1384,0062091313108900301101,10511.4651712,1,0.931366378788
1385,0062091313108900301102,5049.45222608,1,0.828596117898
1388,6328071400040080311101,12182.4919626,1,0.961841567303
1389,0203102776695600301101,20002.4401003,1,0.615606347552
1392,4514380036208430301101,23182.3791437,1,0.832383562963
1394,3737705609610020301101,14314.9216741,1,0.933071566424
1395,0100008624074830311101,18542.3700494,1,0.828596117898
1396,0100008624074830311102,12631.4245334,1,0.828596117898
1397,5534503013302040311101,15362.431006,1,0.933071566424
1399,6100009128190330301101,20991.7544694,1,0.828596117898
1400,6100009128190330301102,10399.2320285,1,0.968234638371
1409,3307705609610020311102,11284.6268209,1,0.909892935754
1418,1393320300471160301101,25937.2871189,1,0.828596117898
1419,1393320300471160301102,8230.43046523,1,0.828596117898
1441,1072035533101980301101,15388.4109001,1,0.912074617524
1443,7636737010902050301101,17907.4214365,1,0.918457253905
1450,9326651702060070301101,3325.4264506,1,0.0187142241225
1461,3600309961010020311101,16834.9714061,1,0.912074617524
1493,0323721306956979300101,11323.0770643,1,0.909892935754
1497,9332691304162089300101,18705.5237846,1,0.989769185107
1498,9332691304162089300102,8571.28667641,1,0.143816397577
1511,1209310734231899300101,19952.5587036,1,0.828596117898
1512,1209310734231899300102,6235.17459487,1,0.828596117898
1515,1203079200630869300201,9389.13374411,1,0.616326539587
1519,0809370931238699300102,14964.4190277,1,0.139126104123
1520,7110138262290009300101,33420.5358285,1,0.828596117898
1535,3993104182107329300101,16211.4539467,1,0.828596117898
1541,9630839812397009300101,30978.4257788,1,0.828596117898
1542,9630839812397009300102,18318.9429597,1,0.968234638371
1545,9038397306892019300101,25002.0109297,1,0.828596117898
1546,9038397306892019300102,7967.51393648,1,0.828596117898
1555,5325990529092729300101,12595.0526816,1,0.828596117898
1556,5325990529092729300102,5933.80782278,1,0.828596117898
1557,2203079529559929300101,7482.20951384,1,0.828596117898
1569,8138695409772019200101,24607.1165387,1,0.828596117898
1571,8138695409772019200103,12304.0778672,1,0.0187142241225
1590,1786120300380030211201,3055.23555149,1,0.616326539587
1594,9235190300962099300101,1820.6709817,1,0.916419430879
1617,6201310027222709300101,13205.0605962,1,0.968532388416
1621,1203000818462159300101,18492.4886526,1,0.828596117898
1625,2213000212627179300101,12584.660724,1,0.916419430879
1626,3101007013000429300101,21260.9061727,1,0.828596117898
1631,1632201207202079300101,13093.8666492,1,0.968234638371
1632,0720231272201609300101,9976.27935179,1,0.828596117898
1647,0110331072400009300101,24940.6983795,1,0.828596117898
1651,2203000212627179300101,15372.8229637,1,0.828596117898
1658,5010084621028139300101,18730.464483,1,0.828596117898
1659,2010622020773219300101,33420.5358285,1,0.828596117898
1667,0374523307912919300101,11223.3142708,1,0.828596117898
1668,0374523307912919300102,22334.3953988,1,0.828596117898
1669,1442727393007519300101,22508.9802875,1,0.828596117898
1670,2739241070543179300101,9103.35490851,1,0.832383562963
1671,5027084627928139300101,22359.3360972,1,0.828596117898
1672,5027084627928139300102,9089.84536355,1,0.828596117898
1673,2325320819064969300101,15587.9364872,1,0.828596117898
1674,2325320819064969300102,15587.9364872,1,0.828596117898
1680,6324820849075919300101,12532.7009357,1,0.828596117898
1688,9460438892491009300102,15985.9484655,1,0.828596117898
1705,1047000329971039300101,8392.5450047,1,0.933799456104
1707,0903122309641969300101,6409.75948353,1,0.0249904111086
1712,0364822309839979300101,17458.4888656,1,0.931366378788
1714,2203099983159909300101,15937.1062645,1,0.828596117898
1720,2919448060253879300101,16061.8097564,1,0.988447778284
1730,7142796393006839300101,18655.6423879,1,0.828596117898
1731,7142796393006839300102,2905.59136121,1,0.828596117898
1764,7090537392198109300101,2829.73007031,1,0.916419430879
1765,5017045028944639300101,24616.4693005,1,0.828596117898
1766,5017045028944639300102,16211.4539467,1,0.828596117898
1815,6342704193006989300101,12146.1201108,1,0.931366378788
1847,1540031442206509200105,9053.47351175,1,0.828596117898
1848,1540031442206509200104,19927.6180052,1,0.828596117898
1850,3203000131275149200102,7631.85370412,1,0.687216782881
1896,2669544000453499200102,18880.1086733,1,0.828596117898
1930,1203099878358889300101,29990.1506056,1,0.931366378788
1931,1203099878358889300102,10362.8601767,1,0.828596117898
1932,0854622309884939300101,15276.1777574,1,0.988447778284
1933,0854622309884939300102,9888.98690746,1,0.828596117898
1935,3029083229913939300102,12258.3532535,1,0.933071566424
1936,3203099637193839300101,9352.76189231,1,0.916419430879
1942,1472735593007989300101,24899.1305488,1,0.828596117898
1943,1472735593007989300102,13156.2183952,1,0.968234638371
1954,8830498400692079300101,21349.2378128,1,0.962816863227
1965,4327270449093739300101,7033.27694301,1,0.828596117898
1986,8182935793008889300101,19864.2270635,1,0.916419430879
1991,6909370975236099300101,7120.56938734,1,0.616326539587
1994,2203079776695709300101,12819.5189671,1,0.968234638371
1995,2739525030433499300101,17171.6708343,1,0.828596117898
2014,2999323020133899200101,6646.69611813,1,0.784644059451
2037,3944003644106239300102,9003.59211499,1,0.107341186438
2048,4303064946913809300101,8467.36709983,1,0.869692178993
2058,3106209067901439300101,23901.5026137,1,0.968234638371
2059,3106209067901439300102,17083.3391942,1,0.909892935754
2066,1276930300690060311101,12501.5250627,1,0.916419430879
2069,9013029603102580311102,21435.4910614,1,0.0187142241225
2074,3051607190663030301101,8729.24443282,1,0.476234196512
2079,0303100946913700311101,13717.3841087,1,0.933071566424
2081,0217350043303110301101,7543.52206403,1,0.968234638371
2082,0217350043303110301102,15151.4742655,1,0.985741640303
2083,0215350043303100311101,23756.0152065,1,0.828596117898
2084,0215350043303100311102,9290.41014636,1,0.828596117898
2085,7063069513103600301101,22446.6285415,1,0.828596117898
2086,7063069513103600301102,13717.3841087,1,0.828596117898
2093,3959627090663099300101,9352.76189231,1,0.828596117898
2094,3959627090663099300102,14715.0120439,1,0.828596117898
2098,4303099453023919300101,22496.5099383,1,0.828596117898
2099,4303099453023919300102,14964.4190277,1,0.828596117898
2104,4238916011903050301101,7705.63660349,1,0.828596117898
2105,7960239703195509300101,9502.40608258,1,0.828596117898
2106,7960239703195509300102,3948.94391008,1,0.988447778284
2108,6029006939967539300102,11223.3142708,1,0.832383562963
2109,3080905180153690301101,11534.0338047,1,0.931371677551
2110,9332851900021060311101,4156.78306325,1,0.828596117898
2154,2331140334098619300101,11747.0689367,1,0.828596117898
2155,2331140334098619300102,21648.5261934,1,0.828596117898
2156,9131391108263049300101,10574.8561129,1,0.214293099314
2158,6250539993242509300101,6334.93738839,1,0.828596117898
2159,6250539993242509300102,11485.1916038,1,0.828596117898
2162,3303064311124989300101,14902.0672817,1,0.828596117898
2163,3303064311124989300102,25013.4420831,1,0.828596117898
2164,3945209525906239300101,3203.840546,1,0.17932443344
2167,6830239143191109300102,28681.8031364,1,0.828596117898
2168,1010020131061039300101,20013.8712538,1,0.107341186438
2177,0011633309920919300101,10449.1134252,1,0.0189872027669
2179,1011630300320010311101,24130.1256821,1,0.909892935754
2195,3507307632510030301101,15276.1777574,1,0.968532388416
2199,3996501197807339300103,10624.7375097,1,0.832383562963
2200,3996501197807339300102,22022.6366691,1,0.832383562963
2223,3891006011209839200102,12470.3491897,1,0.107341186438
2225,3891006011209839200104,6235.17459487,1,0.0187142241225
2246,3996006169206339300101,6883.63275274,1,0.828596117898
2247,3996006169206339300102,22233.5934095,1,0.828596117898
2248,6036090139452239300101,17570.7220083,1,0.828596117898
2249,6036090139452239300102,8729.24443282,1,0.828596117898
2250,9132690306963069300101,2212.44778541,1,0.00294461562626
2263,7330539743192009300101,2665.53713931,1,0.931371677551
2266,3000803140393140311101,26249.0458486,1,0.961841567303
2268,1253430300370030311103,12133.6497616,1,0.682777427756
2269,1253430300370030311102,9415.11363825,1,0.615606347552
2273,3789128050693099300101,8913.18208337,1,0.0187142241225
2274,1003012803102040311101,12258.3532535,1,0.869692178993
2275,1003012803102040311102,17333.7853737,1,0.832383562963
2280,1515380086300900301101,7532.0909106,1,0.0187142241225
2287,8135806014603040301101,14602.7789012,1,0.909892935754
2289,3993204035707139300102,17458.4888656,1,0.828596117898
2295,5331060829099789300102,23593.900667,1,0.615606347552
2296,2303079880156999300101,15025.7315779,1,0.985741640303
2316,6660939263390109200105,18705.5237846,1,0.0256544190351
2317,6660939263390109200102,18766.8363348,1,0.918457253905
2329,0303100301843490201104,9103.35490851,1,0.0249904111086
2342,6031025631026939300101,22496.5099383,1,0.931366378788
2343,6031025631026939300102,12520.2305865,1,0.828596117898
2344,1303010108909189300101,20002.4401003,1,0.968234638371
2345,1303010108909189300102,20002.4401003,1,0.828596117898
2363,1029082639943139300101,16211.4539467,1,0.615606347552
2364,8019082435966439300101,17519.8014158,1,0.828596117898
2371,3793104216809339300101,17658.0144527,1,0.828596117898
2372,0416333309941999300101,22446.6285415,1,0.968234638371
2381,4332860619058949300101,13019.0445541,1,0.828596117898
2383,1383990093006989300102,11223.3142708,1,0.968234638371
2384,0161433309782939300101,21947.8145739,1,0.828596117898
2385,0161433309782939300102,6297.52634082,1,0.828596117898
2408,3719312010083589300101,14756.5798745,1,0.931366378788
2409,2506380797348599300101,12570.1119833,1,0.109946555907
2410,7590536873498209300101,11223.3142708,1,0.0187142241225
2411,7590536873498209300102,11959.064873,1,0.828596117898
2439,8108300764348999300101,8330.19325875,1,0.0109674555433
2440,8108300764348999300102,8804.06652796,1,0.0107116353371
2443,3303079944113569300101,14548.7407214,1,0.909892935754
2452,6238998405573079300101,15961.0077671,1,0.615606347552
2518,6930539153441409300102,12008.9462697,1,0.142379900849
2519,1338440510017119300101,3696.41933899,1,0.0187142241225
2555,2303099922163979300101,18705.5237846,1,0.828596117898
2557,9100014531253130301101,14577.8382028,1,0.832383562963
2562,0117432309848959300101,22030.9502352,1,0.916419430879
2569,8334730239085729300101,15025.7315779,1,0.828596117898
2570,8334730239085729300102,12531.6617399,1,0.828596117898
2580,7443707793009559300101,21199.5936226,1,0.828596117898
2585,0303100775075940311102,1278.21079195,1,0.828596117898
2593,9334096303793019300101,7818.90894197,1,0.917446679831
2594,4303099946316919300101,27226.9290643,1,0.828596117898
2595,4303099946316919300102,2494.06983795,1,0.828596117898
2596,3949349010613699300101,19952.5587036,1,0.828596117898
2597,3949349010613699300102,16834.9714061,1,0.828596117898
2599,5334151301009010301101,15313.588805,1,0.916419430879
2601,0670134033014610301101,12989.9470726,1,0.828596117898
2607,3061300170133450301101,15025.7315779,1,0.909892935754
2609,7333411001053060301101,21199.5936226,1,0.887519949322
2614,3012403150593110301101,8604.54094092,1,0.828596117898
2615,3012403150593110301102,17333.7853737,1,0.828596117898
2634,3303079227483859300101,3803.45650287,1,0.965923886934
2646,3021109160373230301101,24940.6983795,1,0.828596117898
2647,3021109160373230301102,26187.7332985,1,0.828596117898
2661,3749617010363089300104,2494.06983795,1,0.0256544190351
2666,0159534307814939300101,24304.7105708,1,0.828596117898
2671,4303079775075949300101,20326.6691793,1,0.931366378788
2672,4303079775075949300102,17508.3702624,1,0.828596117898
2673,3093045113100510311101,19952.5587036,1,0.931366378788
2674,3093045113100510311102,7482.20951384,1,0.828596117898
2691,5037074838932239300103,19952.5587036,1,0.916419430879
2693,4508310735341999300101,16896.2839563,1,0.909892935754
2698,1159530300814030311101,14602.7789012,1,0.933071566424
2702,9273916293009329300102,16072.201714,1,0.916419430879
2703,6331231901037020301101,19952.5587036,1,0.828596117898
2704,6331231901037020301102,19952.5587036,1,0.828596117898
2705,4508360765329199300101,10391.9576581,1,0.828596117898
2706,4508360765329199300102,17994.7138808,1,0.828596117898
2722,2035727014703050301104,16211.4539467,1,0.916419430879
2725,1336030719086749300102,19952.5587036,1,0.89895843099
2737,5334151301009010311101,14756.5798745,1,0.828596117898
2755,3417403661010030301101,8729.24443282,1,0.828596117898
2756,3417403661010030301102,20950.1866388,1,0.828596117898
2758,0033037623106140301101,15662.7585823,1,0.933071566424
2759,4630714016103030301101,17145.6909401,1,0.107341186438
2762,1336030759596749200101,15076.6521704,1,0.828596117898
2763,1336030759596749200102,17570.7220083,1,0.828596117898
2820,3899906423407839200103,11023.7886837,1,0.828596117898
2821,3899906423407839200102,20013.8712538,1,0.828596117898
2847,6110339073440009300101,15025.7315779,1,0.985741640303
2848,1026000339971039300101,12607.5230308,1,0.0414621953469
2865,4047039639987339300103,13717.3841087,1,0.906195267476
2869,6033010903107140301101,15326.0591542,1,0.828596117898
2870,6033010903107140301102,26237.6146952,1,0.828596117898
2874,2133918010503090301101,24940.6983795,1,0.828596117898
2875,2133918010503090301102,21685.937241,1,0.828596117898
2876,3219809105310030301101,9676.99097124,1,0.0187142241225
2877,0409310769318499300101,2654.10598588,1,0.828596117898
2878,0409310769318499300102,2703.98738264,1,0.828596117898
2879,9609330978313499300101,6882.59355697,1,0.918457253905
2883,5533806014203020311101,10374.2913301,1,0.828596117898
2885,6339381701014030301101,18755.4051814,1,0.828596117898
2886,6339381701014030301102,16261.3353434,1,0.968234638371
2887,3891007013007439300101,13317.2937389,1,0.828596117898
2888,3891007013007439300102,16896.2839563,1,0.828596117898
2895,3997308946309139300101,16713.3855015,1,0.828596117898
2906,4100039631187330301101,15587.9364872,1,0.916419430879
2915,0480235323006510311104,21260.9061727,1,0.916419430879
2935,6534446015003040401102,18766.8363348,1,0.0109674555433
2938,1144930300380060211101,12545.1712849,1,0.916419430879
2939,1144930300380060211103,14428.1940125,1,0.139126104123
2942,1144930300380060211102,20461.7646288,1,0.107341186438
2944,9839145203363019300101,23244.7308897,1,0.916419430879
2946,7336040214091649300101,14444.8211448,1,0.828596117898
2947,7336040214091649300102,22931.9329642,1,0.828596117898
2948,8309350611329349300101,16884.8528029,1,0.916419430879
2953,9630244101763049300101,8978.65141661,1,0.909892935754
2956,9630244101763049300104,8790.556983,1,0.916419430879
