h_seq,snap_participation,snap_impute,probs
1089,0,0.0,0.00769106774544
1090,0,0.0,0.00622460407903
1091,1,1793.17339151,0.466787145055
1093,0,0.0,0.00108575230899
1094,0,0.0,0.0103559176193
1095,1,1905.24672848,0.750451290852
1097,0,0.0,0.0158034391981
1098,0,0.0,0.0128923604009
1099,0,0.0,0.0196226452337
1101,0,0.0,0.0487492802365
1102,0,0.0,0.0409331228482
1103,0,0.0,0.0155699360409
1104,0,0.0,0.00772041684037
1105,0,0.0,0.0102559479578
1106,1,1569.02671757,0.458288138974
1107,0,0.0,0.0218647942962
1108,1,2988.62231919,0.819578502461
1110,2,2447.68167941,0.168823823751
1113,2,2447.68167941,0.26905988763
1115,0,0.0,0.00140675828267
1117,0,0.0,0.055754377407
1118,0,0.0,0.0171267110603
1123,0,0.0,0.0610728205091
1124,0,0.0,0.31509263048
1125,1,2017.32006545,0.596512120589
1128,1,2241.46673939,0.0384937529005
1129,2,2447.68167941,0.0941190536015
1130,0,0.0,0.0715541154594
1131,0,0.0,0.0199171548969
1132,0,0.0,0.00292919657164
1133,2,2447.68167941,0.10488025934
1135,2,2447.68167941,0.0954484537164
1136,0,0.0,0.0938303261569
1138,2,2447.68167941,0.220303497697
1139,0,0.0,0.0397530734073
1140,1,1681.10005454,0.159732375155
1141,1,1120.73336969,0.510102489737
1142,0,0.0,0.0471377811442
1144,0,0.0,0.00671491259033
1146,1,1120.73336969,0.520647375721
1147,0,0.0,0.0239938288281
1150,0,0.0,0.314318295266
1151,0,0.0,0.00225290728005
1152,0,0.0,0.013761818037
1153,0,0.0,0.00368660138067
1155,1,2241.46673939,0.412180301524
1156,0,0.0,0.0277514477121
1157,1,2241.46673939,0.0606084045083
1158,2,2447.68167941,0.107661884087
1159,1,3362.20010908,0.52138847116
1161,1,1210.39203927,0.0390047193718
1162,0,0.0,0.0146350295545
1164,0,0.0,0.00211547146272
1167,0,0.0,0.0303424181176
1168,0,0.0,0.00648256517284
1169,0,0.0,0.00201691882673
1171,0,0.0,0.386234339365
1172,1,1546.61205018,0.596512120589
1174,2,2447.68167941,0.119387705849
1176,2,2447.68167941,0.368123254419
1178,0,0.0,0.0782907987838
1180,0,0.0,0.00486265504856
1182,2,2447.68167941,0.596512120589
1184,0,0.0,0.120394284673
1189,0,0.0,0.017793962763
1190,0,0.0,0.0084708246525
1192,1,2241.46673939,0.371170623378
1193,1,2409.57674484,0.646956748209
1194,0,0.0,0.022366471508
1195,0,0.0,0.0204142966126
1197,1,1120.73336969,0.0303424181176
1199,1,1120.73336969,0.343227454182
1200,1,1961.28339697,0.63020414364
1204,2,2447.68167941,0.36734088526
1205,1,1569.02671757,0.362229747786
1207,1,4258.78680484,0.947453328436
1209,0,0.0,0.00741669195001
1211,1,7486.49890956,0.906419796923
1213,1,1120.73336969,0.534957170431
1217,1,2544.06474921,0.708954403999
1218,0,0.0,0.255017184526
1221,1,3362.20010908,0.255986252899
1222,1,508.065794262,0.596512120589
1223,1,2241.46673939,0.0313270766542
1224,0,0.0,0.0774348288158
1225,0,0.0,0.00463185774019
1226,0,0.0,0.00463090683579
1227,1,5603.66684847,0.743252739256
1231,0,0.0,0.00565919018086
1232,0,0.0,0.144608395999
1233,0,0.0,0.184419933059
1237,0,0.0,0.0265618971734
1239,0,0.0,0.0158996844394
1242,0,0.0,0.0102408663781
1243,1,1120.73336969,0.174989400401
1244,0,0.0,0.0255957750378
1247,0,0.0,0.0315094740859
1251,0,0.0,0.0029919746909
1254,0,0.0,0.0267996620005
1257,0,0.0,0.36793544722
1258,0,0.0,0.210680903814
1261,0,0.0,0.00180512218438
1262,0,0.0,0.0130882326501
1263,0,0.0,0.0304905831569
1264,0,0.0,0.0174433121605
1265,0,0.0,0.213314846154
1267,0,0.0,0.020528763378
1268,0,0.0,0.272201418266
1269,0,0.0,0.00490007477016
1271,0,0.0,0.00343623704646
1276,0,0.0,0.0120871285505
1279,0,0.0,0.0829499074404
1282,0,0.0,0.00306884343816
1285,0,0.0,0.170195927005
1286,1,4438.10414399,0.94074392135
1287,0,0.0,0.660041518827
1288,0,0.0,0.0333199909638
1289,1,605.196019635,0.465192470305
1292,0,0.0,0.124350057419
1294,2,2447.68167941,0.0757039669209
1295,0,0.0,0.0410216474637
1307,0,0.0,0.375522715877
1308,0,0.0,0.190818078054
1312,0,0.0,0.148420445737
1313,0,0.0,0.0151163535673
1315,0,0.0,0.0327433290625
1316,1,6724.40021817,0.883690667348
1317,1,2241.46673939,0.40676216415
1319,0,0.0,0.0424669075614
1320,1,2241.46673939,0.230678852993
1322,1,2409.57674484,0.372075792726
1323,1,2241.46673939,0.322543315882
1326,0,0.0,0.00653763174806
1328,0,0.0,0.00842785414297
1331,0,0.0,0.00994243010757
1332,0,0.0,0.0172869162843
1334,0,0.0,0.0643976139557
1337,0,0.0,0.0106502830874
1338,0,0.0,0.0126379439363
1343,2,2447.68167941,0.0749551116708
1346,0,0.0,0.0345532617932
1349,0,0.0,0.019638134758
1350,0,0.0,0.00183509902863
1351,0,0.0,0.00308658491645
1352,0,0.0,0.000973146473633
1355,0,0.0,0.0447225759021
1357,0,0.0,0.0857947734399
1358,2,2447.68167941,0.0966605967825
1359,0,0.0,0.00964031797802
1360,1,437.086014181,0.379610703941
1364,0,0.0,0.00763678263075
1366,0,0.0,0.023712182985
1367,0,0.0,0.17990838636
1373,0,0.0,0.0349800800059
1375,0,0.0,0.00621346580582
1376,0,0.0,0.279172875539
1377,0,0.0,0.152473792139
1378,0,0.0,0.0604024431872
1381,0,0.0,0.0175566746521
1383,2,2447.68167941,0.0837629748214
1384,0,0.0,0.0224381375671
1385,0,0.0,0.154050644489
1389,0,0.0,0.0377696365153
1393,0,0.0,0.00516431942609
1396,0,0.0,0.240364771831
1400,0,0.0,0.0125750358321
1401,2,2447.68167941,0.570625837398
1402,0,0.0,0.00649809984038
1403,0,0.0,0.00603957410323
1406,0,0.0,0.0056627448768
1408,0,0.0,0.0145772639025
1410,0,0.0,0.00235361341688
1412,1,4438.10414399,0.554502090649
1420,0,0.0,0.0220224319019
1421,0,0.0,0.0123684882594
1422,0,0.0,0.0442892083218
1424,2,2447.68167941,0.168823823751
1429,0,0.0,0.0223121460443
1433,0,0.0,0.0471212831959
1434,0,0.0,0.0236641802506
1442,0,0.0,0.514127149964
1443,2,2447.68167941,0.154395511584
1445,0,0.0,0.00257929824276
1446,2,2447.68167941,0.11139471617
1447,0,0.0,0.0274536900306
1448,0,0.0,0.00136228259287
1450,1,2241.46673939,0.277113698763
1453,0,0.0,0.00884002861894
1455,0,0.0,0.039156973761
1456,0,0.0,0.0132477671352
1457,0,0.0,0.028035878272
1459,0,0.0,0.0400822409792
1460,0,0.0,0.0590287296248
1463,0,0.0,0.0637033202989
1464,1,658.430854696,0.247954694968
1465,0,0.0,0.180298802657
1466,1,5895.0575246,0.644490811813
1469,0,0.0,0.00467407338315
1472,0,0.0,0.664012232581
1473,0,0.0,0.117319124125
1474,1,7845.13358786,0.881227089956
1475,1,1569.02671757,0.654672257692
1476,0,0.0,0.0266606473174
1477,0,0.0,0.0148077884636
1480,1,1681.10005454,0.536614824903
1485,1,2465.61341333,0.287330952945
1489,0,0.0,0.00849051965262
1490,0,0.0,0.109702975254
1491,2,2447.68167941,0.110253439743
1493,0,0.0,0.00441830488002
1495,0,0.0,0.0794325204052
1496,0,0.0,0.251842444586
1498,0,0.0,0.014948903509
1499,0,0.0,0.428479118491
1501,0,0.0,0.0087746910837
1502,0,0.0,0.721033632217
1503,0,0.0,0.0661995307499
1504,1,5782.98418763,0.616493470333
1505,1,2241.46673939,0.409403696902
1507,1,2241.46673939,0.11833920523
1510,1,3082.01676666,0.599502258518
1511,1,2241.46673939,0.100079624568
1513,1,4482.93347878,0.775344488562
1515,0,0.0,0.0368682167734
1517,0,0.0,0.0547843462381
1519,0,0.0,0.0153354256691
1521,0,0.0,0.064991382158
1522,0,0.0,0.00201464958138
1525,0,0.0,0.00905919611591
1526,0,0.0,0.00257967800864
1527,0,0.0,0.00571227851206
1528,0,0.0,0.0133966463264
1529,2,2447.68167941,0.13545331261
1532,0,0.0,0.0355722035529
1534,0,0.0,0.0140915780547
1536,1,1905.24672848,0.113705156341
1538,1,874.172028362,0.084261326445
1539,1,5782.98418763,0.371490921814
1543,0,0.0,0.012921587213
1545,0,0.0,0.00272517637068
1546,0,0.0,0.00885635257977
1547,0,0.0,0.00541183982108
1548,0,0.0,0.0138868341196
1551,1,2801.83342424,0.39927211598
1552,0,0.0,0.0485671939564
1554,0,0.0,0.649292755649
1555,0,0.0,0.00910863610255
1559,0,0.0,0.00573903926607
1560,0,0.0,0.02699990345
1563,0,0.0,0.482409972389
1564,1,3362.20010908,0.909536761247
1567,0,0.0,0.0124301103304
1572,0,0.0,0.58797774131
1573,0,0.0,0.00630749290376
1575,0,0.0,0.00587414948014
1576,1,7845.13358786,0.927931042073
1577,0,0.0,0.0291053976227
1587,0,0.0,0.030578452028
1590,0,0.0,0.352341637021
1595,1,1681.10005454,0.398997138398
1596,1,8517.57360968,0.315014634283
1598,0,0.0,0.0841917491093
1600,0,0.0,0.007082269388
1603,0,0.0,0.0113993482052
1605,1,2047.20628864,0.181555145732
1606,0,0.0,0.0312210207527
1607,0,0.0,0.0178212511478
1614,0,0.0,0.0197273219157
1616,0,0.0,0.00533195119554
1619,0,0.0,0.00379111664079
1621,0,0.0,0.00367899177448
1624,0,0.0,0.0315920462925
1629,0,0.0,0.0663958180152
1630,0,0.0,0.0308300781878
1632,0,0.0,0.0580820265078
1633,1,1597.04505182,0.608679817431
1634,1,1680.16611007,0.889329284356
1635,1,2241.46673939,0.429988795856
1636,0,0.0,0.181284397098
1639,1,2241.46673939,0.279502400655
1642,0,0.0,0.0174283325906
1644,0,0.0,0.00702495548029
1648,0,0.0,0.00272890294407
1651,1,874.172028362,0.129331811324
1652,1,5603.66684847,0.934124075505
1653,0,0.0,0.0237047084279
1654,2,2447.68167941,0.523869669689
1658,0,0.0,0.0341533085671
1661,0,0.0,0.0210194940776
1663,0,0.0,0.0692079664193
1665,0,0.0,0.0219142760823
1674,0,0.0,0.552342709612
1675,1,3732.04212108,0.86152092577
1676,0,0.0,0.0105517001676
1678,0,0.0,0.0175606304968
1679,0,0.0,0.605844839013
1680,0,0.0,0.0269545750207
1682,0,0.0,0.154050644489
1686,0,0.0,0.205580659041
1687,0,0.0,0.142980517431
1689,0,0.0,0.00674944889381
1690,0,0.0,0.00849324707994
1691,1,1120.73336969,0.0486467442234
1693,0,0.0,0.0383106459459
1694,1,1042.28203382,0.482164057577
1697,2,2447.68167941,0.430798842212
1702,0,0.0,0.0073705985566
1703,0,0.0,0.0014203333207
1704,1,5043.30016363,0.576783434492
1705,0,0.0,0.0448072071106
1711,0,0.0,0.00174413376845
1712,0,0.0,0.0060915706639
1714,1,4258.78680484,0.522133196123
1715,0,0.0,0.055636943296
1716,0,0.0,0.0127701552529
1717,0,0.0,0.211254151782
1718,0,0.0,0.00474855839349
1719,0,0.0,0.00834867987346
1721,1,1232.80670666,0.459996775068
1725,0,0.0,0.00163537601208
1728,1,2241.46673939,0.273590286236
1729,0,0.0,0.00610452788571
1730,0,0.0,0.013570761672
1731,0,0.0,0.00835451271841
1732,0,0.0,0.00508136395792
1733,0,0.0,0.0469676856085
1734,0,0.0,0.0134342688172
1735,0,0.0,0.00274673064654
1737,1,1232.80670666,0.387925770819
1738,2,2447.68167941,0.226034990416
1740,1,1356.08737733,0.130672983558
1741,0,0.0,0.0449289066224
1743,0,0.0,0.755533620876
1748,0,0.0,0.37018797971
1749,1,1008.66003273,0.386061889198
1750,2,2447.68167941,0.117171363194
1752,0,0.0,0.00548725587373
1757,2,2447.68167941,0.355792156678
1759,1,2241.46673939,0.574004783483
1760,0,0.0,0.0123384355546
1762,1,803.192248281,0.184888296451
1765,1,930.208696847,0.60214856284
1768,0,0.0,0.00873063402227
1769,0,0.0,0.123894417461
1770,0,0.0,0.00888768183878
