h_seq,snap_participation,snap_impute,probs
5,0,0.0,0.0430620947325
8,0,0.0,0.049845524774
19,0,0.0,0.00167098800494
27,0,0.0,0.0234209740359
28,1,1299.98985034,0.140582637576
29,0,0.0,0.0125600968538
31,1,1752.66488751,0.579559114706
34,0,0.0,0.0496481642121
37,0,0.0,0.0877858273689
39,2,2534.98020816,0.126336586229
40,1,5223.17350583,0.333225819272
52,2,2534.98020816,0.110961824056
53,0,0.0,0.311834450114
58,0,0.0,0.0220178837601
63,0,0.0,0.033859071368
69,1,1044.63470117,0.06514024042
71,1,1172.31227575,0.117027250342
72,0,0.0,0.00938412620273
74,0,0.0,0.0640275776857
75,0,0.0,0.0349018675836
76,0,0.0,0.0994487897178
77,0,0.0,0.113324367234
84,0,0.0,0.0209762976271
85,1,2321.41044704,0.974748721043
88,1,2089.26940233,0.413570854295
91,1,1508.91679057,0.779333613582
92,0,0.0,0.0435754166188
93,1,2193.73287245,0.610045085918
94,0,0.0,0.664054207855
95,0,0.0,0.0761988415847
98,0,0.0,0.00161964182912
122,0,0.0,0.0887137445147
150,0,0.0,0.0573768999776
151,0,0.0,0.0306263442484
171,0,0.0,0.00321064314988
173,0,0.0,0.199307609472
174,0,0.0,0.314596476297
179,0,0.0,0.0267727849792
180,0,0.0,0.0480246065802
181,0,0.0,0.0226638374913
182,0,0.0,0.05224159403
186,1,2321.41044704,0.166878623428
188,0,0.0,0.0239698177936
189,0,0.0,0.00673201012787
190,0,0.0,0.00122895036913
205,0,0.0,0.27355678578
207,0,0.0,0.0805690482738
210,0,0.0,0.00597275731659
211,0,0.0,0.0499171842811
212,0,0.0,0.0094397118929
213,1,870.528917639,0.46020164882
214,1,4642.82089407,0.666256995439
220,0,0.0,0.0326925894167
247,0,0.0,0.00491691657294
251,0,0.0,0.027318309747
265,0,0.0,0.0160624394353
266,1,2193.73287245,0.364992319229
269,2,2534.98020816,0.113017409129
270,2,2534.98020816,0.174694892089
289,0,0.0,0.0121054743575
291,1,2321.41044704,0.321339100264
296,0,0.0,0.0415758508898
297,0,0.0,0.0338380750759
300,0,0.0,0.00644348052783
306,1,3482.11567056,0.406177402127
308,0,0.0,0.0243018023837
310,0,0.0,0.161688607588
317,0,0.0,0.0392875993635
320,0,0.0,0.175966958311
325,0,0.0,0.00727641437454
326,0,0.0,0.035510977594
329,1,1508.91679057,0.031039787649
330,0,0.0,0.00285429469979
332,0,0.0,0.0558500193952
333,0,0.0,0.38443003756
334,2,2534.98020816,0.568370173475
336,1,5803.52611759,0.596807294703
338,0,0.0,0.046056611541
342,0,0.0,0.00593976772482
343,0,0.0,0.0568060636523
345,0,0.0,0.0818260771732
346,2,2534.98020816,0.185222136713
347,0,0.0,0.00851011600199
348,0,0.0,0.104365644008
353,0,0.0,0.00515556404367
356,1,1934.50870586,0.381372195
357,1,2089.26940233,0.137081528283
358,1,328.866479997,0.514810777586
359,2,2534.98020816,0.102190617539
363,1,1857.12835763,0.613413503727
366,0,0.0,0.011242806089
368,2,2534.98020816,0.126336586229
376,0,0.0,0.0229828415678
378,0,0.0,0.0216384009878
382,1,6209.77294582,0.964268631673
384,0,0.0,0.0218284067692
387,0,0.0,0.0051002004952
394,0,0.0,0.421019796621
397,0,0.0,0.00547593946817
399,0,0.0,0.0672901871736
404,0,0.0,0.0457208987118
430,0,0.0,0.0409707873608
431,0,0.0,0.00493373495102
443,0,0.0,0.0511895917842
444,1,125.743065881,0.133598676734
445,0,0.0,0.245715269408
447,0,0.0,0.0241210845904
458,0,0.0,0.0325542504696
459,0,0.0,0.00860784936881
465,0,0.0,0.00224226414994
467,1,108.332487528,0.091634706997
468,0,0.0,0.00622050642187
470,0,0.0,0.0341851279
471,0,0.0,0.00512298264087
473,2,2534.98020816,0.0955269499405
479,0,0.0,0.051296662315
485,1,2669.62201409,0.616392442737
486,0,0.0,0.0158617027648
488,0,0.0,0.244474702767
489,0,0.0,0.00322691048116
490,0,0.0,0.179677282276
492,0,0.0,0.0117662652562
